"id","session","area","resolved_area","mapping_status","is_omission_positive","omission_rate","control_rate","baseline_rate"
"230629-probe0-unit168","230629","V1","V1","heuristic_fallback","False","0.0","0.01541069502234551","0.0"
"230629-probe0-unit169","230629","V1","V1","heuristic_fallback","False","19.7680690399137","18.375635691169673","19.746494066882416"
"230629-probe0-unit170","230629","V1","V1","heuristic_fallback","False","0.10787486515641856","0.09053783325627986","0.08090614886731391"
"230629-probe0-unit171","230629","V1","V1","heuristic_fallback","False","0.0","0.0","0.0"
"230629-probe0-unit172","230629","V1","V1","heuristic_fallback","False","12.810140237324704","11.805748189243333","9.681769147788565"
"230629-probe0-unit173","230629","V1","V1","heuristic_fallback","True","37.939590075512406","21.506010171058715","26.90399137001079"
"230629-probe0-unit174","230629","V1","V1","heuristic_fallback","False","15.161812297734631","15.86477115117892","15.744336569579287"
"230629-probe0-unit175","230629","V1","V1","heuristic_fallback","False","11.429341963322544","13.198720912313146","14.255663430420713"
"230629-probe0-unit176","230629","V1","V1","heuristic_fallback","True","27.85329018338727","18.36623516720604","21.057173678532898"
"230629-probe0-unit177","230629","V2","V2","heuristic_fallback","False","23.236245954692553","23.103097549699495","22.831715210355984"
"230629-probe0-unit178","230629","V2","V2","heuristic_fallback","False","2.1143473570658036","2.288950531668978","1.5156418554476807"
"230629-probe0-unit179","230629","V2","V2","heuristic_fallback","False","40.4908306364617","44.46463245492372","42.249190938511326"
"230629-probe0-unit180","230629","V2","V2","heuristic_fallback","False","0.0","0.0","0.0"
"230629-probe0-unit181","230629","V2","V2","heuristic_fallback","False","0.12944983818770228","0.054785020804438284","0.10787486515641856"
"230629-probe0-unit182","230629","V2","V2","heuristic_fallback","False","20.62028047464941","27.584065341346896","21.423948220064727"
"230629-probe0-unit183","230629","V2","V2","heuristic_fallback","False","2.308522114347357","1.4590846047156727","2.173678532901834"
"230629-probe0-unit184","230629","V2","V2","heuristic_fallback","False","1.272923408845739","2.490676529511481","1.27831715210356"
"230629-probe0-unit185","230629","V2","V2","heuristic_fallback","False","0.10787486515641856","0.2537370935429188","0.0"
"230629-probe0-unit186","230629","V2","V2","heuristic_fallback","True","26.752966558791798","20.501926336877794","22.227615965480044"
"230629-probe0-unit187","230629","V2","V2","heuristic_fallback","False","0.0","0.040453074433656956","0.0"
"230629-probe0-unit188","230629","V2","V2","heuristic_fallback","True","10.787486515641854","6.086608106025582","8.478964401294498"
"230629-probe0-unit189","230629","V2","V2","heuristic_fallback","False","0.0","0.026429341963322545","0.0"
"230629-probe0-unit190","230629","V2","V2","heuristic_fallback","False","0.45307443365695793","0.054785020804438284","0.10787486515641856"
"230629-probe0-unit191","230629","V2","V2","heuristic_fallback","False","0.0","0.02696871628910464","0.0"
"230629-probe0-unit192","230629","V2","V2","heuristic_fallback","False","0.0","0.048158421944829714","0.21574973031283712"
"230629-probe0-unit193","230629","V2","V2","heuristic_fallback","False","0.0","0.01541069502234551","0.0"
"230629-probe0-unit194","230629","V2","V2","heuristic_fallback","False","9.708737864077671","12.917552781630452","5.447680690399137"
"230629-probe0-unit195","230629","V2","V2","heuristic_fallback","False","0.0","0.05201109570041609","0.0"
"230629-probe0-unit196","230629","V2","V2","heuristic_fallback","False","0.0","0.007705347511172755","0.0"
"230629-probe0-unit197","230629","V2","V2","heuristic_fallback","False","0.0","0.01541069502234551","0.0"
