session_id,condition,has_spk,has_sua,has_muae,has_lfp,spk_shape_status,muae_shape_status,lfp_shape_status,warnings,truth_status
230830,BBBA,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230830,BXBA,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230830,BBXA,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230830,BBBX,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230830,RRRR,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230830,RXRR,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230830,RRXR,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230830,RRRX,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230831,AAAB,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230831,AXAB,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230831,AAXB,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230831,AAAX,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230831,BBBA,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230831,BXBA,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230831,BBXA,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230831,BBBX,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230831,RRRR,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230831,RXRR,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230831,RRXR,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230831,RRRX,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230901,AAAB,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230901,AXAB,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230901,AAXB,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230901,AAAX,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230901,BBBA,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230901,BXBA,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230901,BBXA,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230901,BBBX,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230901,RRRR,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230901,RXRR,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230901,RRXR,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
230901,RRRX,yes,yes,no,yes,expected_rank3,missing,expected_rank3,None,truth_safe_unverified
